01/01/2019 01:00,7.48,271.8,9.58,9.63999,9.89999,,81.4
01/01/2019 02:00,4.851,257,16.54,9.445,9.77,,83
01/01/2019 03:00,4.541,295.2,17.48,9.722,10.02,,83.8
