Time,W Spd m/s,W Dir,STD W Dir,Temp 2m,Temp 8m,Glob Rad W/m2,Rel Hum %
25/03/2019 19:00,3.814,272.8,13.1,8.18101,8.60001,,56.73
25/03/2019 20:00,3.11,266.2,11.45,7.283,7.68,,59.76
25/03/2019 21:00,2.66,265.2,13.69,6.02,6.579,,63.62
25/03/2019 22:00,2.729,269,8.22,5.501,5.898,,69.64
25/03/2019 23:00,2.173,258.1,6.91,4.42,4.998,,73.8
26/03/2019 00:00,1.91,272.4,5.507,4.066,4.503,,79.7
26/03/2019 01:00,2.466,275,11.31,3.706,4.169,,81.6
26/03/2019 02:00,3.225,279.4,8.39,3.776,4.227,,82.5
26/03/2019 03:00,2.209,259.8,15.51,3.084,3.557,,85
26/03/2019 04:00,3.237,280.2,10.12,3.618,4.045,,85.5
26/03/2019 05:00,3.592,285.2,11.12,3.685,4.112,,85
26/03/2019 06:00,2.431,288,13.24,4.06,4.545,1.588,86.6
26/03/2019 07:00,0.688,284.9,24.21,5.134,5.555,51.41,85.1
26/03/2019 08:00,1.205,266.7,16.77,7.031,7.27,106.7,82.2
26/03/2019 09:00,1.877,282.8,23.1,8.107,8.52,148.6,75.6
26/03/2019 10:00,3.552,295.7,20.42,9.44801,9.71001,211.6,71.6
26/03/2019 11:00,5.198,297,16.36,10.072,10.6,243.7,56.14
26/03/2019 12:00,8.05,295.7,13.01,11.065,11.36,626.1,52.92
26/03/2019 13:00,5.321,281.7,15.73,10.568,10.88,391.7,52.35
26/03/2019 14:00,5.296,284.5,20.45,12.581,12.66,610.2,49.13
26/03/2019 15:00,5.78,290.4,13.81,10.1,10.55,124.6,52.5
26/03/2019 16:00,6.233,295.4,18.44,10.69,11.01,343.6,51.8
26/03/2019 17:00,5.37,286.1,14.23,10.824,10.94,198.9,54.8
26/03/2019 18:00,6.236,289.8,12.97,8.835,9.25,15.71,60.82
26/03/2019 19:00,4.955,290.1,13.2,8.743,9.14,,63.32
26/03/2019 20:00,4.513,287.9,12.93,8.595,8.97,,66.17
26/03/2019 21:00,3.988,280,13.5,8.51999,8.89999,,68.53
26/03/2019 22:00,3.167,294.8,13.26,8.4,8.78,,70.8
26/03/2019 23:00,1.855,274.7,23.76,8.301,8.67,,73.6
27/03/2019 00:00,3.607,285.4,12.73,8.35501,8.74001,,74.8
27/03/2019 01:00,3.795,285.5,13.56,8.378,8.73,,75.6
27/03/2019 02:00,2.938,282.7,14.32,8.31701,8.68001,,76.6
27/03/2019 03:00,3.724,282.3,14.27,8.22101,8.57001,,78.5
27/03/2019 04:00,3.126,284,14.96,8.103,8.47,,80.1
27/03/2019 05:00,3.566,287.5,13.64,8.11801,8.49001,,79.5
27/03/2019 06:00,3.231,285.9,13.54,8.091,8.5,0.939,79.3
27/03/2019 07:00,3.784,287.9,11.04,8.30901,8.71001,33.91,78.1
27/03/2019 08:00,3.433,287.3,15.27,8.775,9.14,115,77.2
27/03/2019 09:00,3.654,289.1,11.39,9.603,10.01,184.3,71.6
27/03/2019 10:00,4.263,289,17.86,9.609,10.1,119.7,57.21
27/03/2019 11:00,4.048,286.2,16.32,9.995,10.42,126.4,56.43
27/03/2019 12:00,5.961,296.6,16.57,10.515,10.95,175.2,54.24
27/03/2019 13:00,4.625,298.2,17.21,11.004,11.37,166.6,53.12
27/03/2019 14:00,6.479,297,13.63,11.025,11.42,173.2,53.66
27/03/2019 15:00,4.949,289.8,16.08,10.759,11.15,94.4,57.44
27/03/2019 16:00,5.633,284.3,14.04,10.742,11.15,117,56.9
27/03/2019 17:00,3.856,284.5,15.49,10.733,11.09,88.4,56.9
27/03/2019 18:00,5.016,278.3,13.55,9.955,10.23,32.97,59.64
27/03/2019 19:00,5.133,288.6,10.4,9.164,9.53,,62.44
27/03/2019 20:00,4.411,287.3,12.99,8.362,8.69,,67.1801
27/03/2019 21:00,3.095,271.3,12.74,7.334,7.64,,71.9
27/03/2019 22:00,2.885,274.3,12.06,6.687,7.04,,75.3
27/03/2019 23:00,2.212,259.3,7.22,5.928,6.331,,78.1
28/03/2019 00:00,1.936,274,10.64,5.443,5.877,,79.9
28/03/2019 01:00,2.257,264.3,6.93,4.876,5.267,,83.3
28/03/2019 02:00,2.731,270.9,5.834,4.699,5.041,,84.1
28/03/2019 03:00,2.427,266.2,5.883,4.404,4.797,,85.2
28/03/2019 04:00,2.072,284.7,6.529,3.892,4.339,,88.6
28/03/2019 05:00,2.099,274.2,7.61,3.684,4.082,,89.3
28/03/2019 06:00,0,0,0,2.092,1.895,3.857,89.4
28/03/2019 07:00,0,0,0,5.075,4.717,105.8,91.7
28/03/2019 08:00,1.511,249.8,16.5,8.127,8.08,245.6,85.1
28/03/2019 09:00,0.727,231.3,38.77,11.722,11.32,381.7,69.52
28/03/2019 10:00,3.065,232.2,14.58,12.713,12.44,508.8,60.01
28/03/2019 11:00,3.367,246.1,19.61,12.113,12.58,589.6,56.41
28/03/2019 12:00,3.672,234.8,19.17,13.6500001,13.58,612,52.92
28/03/2019 13:00,3.716,262.7,20.58,14.62,14.38,604.7,48.6
28/03/2019 14:00,3.964,240.6,16.22,14.823,14.68,543,47.42
28/03/2019 15:00,3.837,265.1,18.25,15.439,15.43,446.7,45.19
28/03/2019 16:00,3.871,261.8,19.88,15.413,15.36,319.7,45.05
28/03/2019 17:00,3.458,225.4,17.47,15.212,15.11,184,45.18
28/03/2019 18:00,3.092,254,13.66,13.448,13.77,42.43,43.43
28/03/2019 19:00,2.787,287.5,13.02,11.829,12.25,,59.02
28/03/2019 20:00,3.024,282.2,11.55,10.389,10.66,,70.8
28/03/2019 21:00,2.682,273.3,7.76,8.769,9.11,,77.5
28/03/2019 22:00,1.595,286.6,12.82,8.002,8.47,,78.6
28/03/2019 23:00,0.009,217.4,0.602,6.35,5.965,,84.5
29/03/2019 00:00,0.858,124.7,21.89,4.459,4.248,,89.5
29/03/2019 01:00,0.803,135.8,12.15,3.923,3.591,,91.4
29/03/2019 02:00,1.106,135.2,1.476,2.33,2.468,,92
29/03/2019 03:00,0.38,139.9,48.93,2.316,2.345,,91.8
29/03/2019 04:00,0,0,0,0.588,0.886,,93.8
29/03/2019 05:00,0,0,0,-0.839,0.177,,94.2
29/03/2019 06:00,0,0,0,-1.149,-0.103,6.212,94.9
29/03/2019 07:00,0.429,117.5,1.123,4.537,3.938,96.7,94.5
29/03/2019 08:00,0.445,254.3,26.29,9.083,8.77,270.8,89.6
29/03/2019 09:00,2.703,293.9,14.84,10.29,10.17,410.5,71.4
29/03/2019 10:00,3.226,285.8,21.3,12.498,12.27,526.7,61.03
29/03/2019 11:00,2.668,298.3,21.2,12.945,12.97,598.2,60.26
29/03/2019 12:00,3.321,266.7,23.86,15.91,15.54,639.5,46.95
29/03/2019 13:00,3.642,268.8,15.3,16.288,15.99,625.2,42.42
29/03/2019 14:00,3.408,264.1,28.16,16.83,16.64,561.5,39.38
29/03/2019 15:00,3.294,279.3,20.1,17.425,17.14,472.1,41.34
29/03/2019 16:00,4.175,268.7,14.45,16.255,16.3,339.6,40.8
29/03/2019 17:00,3.937,305.9,15.61,14.779,14.7,192.4,51.72
29/03/2019 18:00,3.008,293.5,15.29,12.405,12.74,36.95,53.95
29/03/2019 19:00,2.226,287.8,15.41,10.323,10.87,,60.69
29/03/2019 20:00,2.839,294,14.34,9.199,9.67,,68.23
29/03/2019 21:00,4.396,291,11.03,7.67401,8.07001,,76.5
29/03/2019 22:00,1.755,294.7,20.39,6.549,7.1,,79.3
29/03/2019 23:00,2.233,328.1,11.06,5.419,6.074,,82.9
30/03/2019 00:00,1.561,327.8,14.49,4.551,5.368,,85.3
30/03/2019 01:00,0.016,305,0.522,3.136,3.869,,86.7
30/03/2019 02:00,0.339,124.3,1.687,2.213,2.525,,90.4
30/03/2019 03:00,0,0,0,1.159,1.747,,91.3
30/03/2019 04:00,1.699,259.3,10.53,2.174,2.869,,93.5
30/03/2019 05:00,1.771,260.6,15.04,3.434,3.748,,96
30/03/2019 06:00,1.594,245.5,14.51,3.38,3.729,4.764,96.1
30/03/2019 07:00,3.653,289.5,11.03,3.4,3.852,45.31,96.8
30/03/2019 08:00,3.72,282,14.54,4.027,4.699,108.6,95.1
30/03/2019 09:00,3.716,284.9,16.86,6.226,6.756,265.9,84.1
30/03/2019 10:00,4.162,287.6,16.29,8.74401,8.85001,543.7,76.7
30/03/2019 11:00,3.251,257.7,21.96,10.226,10.33,584.5,69.75
30/03/2019 12:00,2.961,261,28.64,12.49,12.05,633,62.77
30/03/2019 13:00,4.147,269.8,18,12.605,12.47,646,61.94
30/03/2019 14:00,5.711,279.7,14.77,12.201,12.49,515,63.19
30/03/2019 15:00,4.349,279.2,15.68,13.186,13.31,455.2,61.17
30/03/2019 16:00,4.307,329.2,13.28,13.885,13.83,317.1,58.56
30/03/2019 17:00,3.386,302.2,22.29,13.494,13.37,201.7,58.18
30/03/2019 18:00,3.48,333.3,12.56,11.516,11.77,55.42,62.97
30/03/2019 19:00,3.24,320.7,10.51,9.665,10.17,,69.5
30/03/2019 20:00,5.046,1.274,16.75,7.753,8.11,,84.4
30/03/2019 21:00,3.878,23.66,18.41,7.698,8.16,,84.9
30/03/2019 22:00,4.777,34.72,14.52,6.946,7.26,,88.7
30/03/2019 23:00,4.174,42.47,17.13,6.014,6.358,,92.9
31/03/2019 00:00,1.368,39.81,22.54,5.711,6.274,0.204,91.5
31/03/2019 01:00,1.968,27.73,13.56,5.765,6.207,,86.1
31/03/2019 02:00,2.258,57.46,13.98,5.445,5.969,,79.7
31/03/2019 03:00,1.62,65.73,12.4,5.241,5.781,,80.2
31/03/2019 04:00,1.281,39.26,12.01,5.397,5.872,,82.1
31/03/2019 05:00,2.296,26.29,14.29,5.195,5.616,,83.5
31/03/2019 06:00,2.644,36.62,13.57,4.677,4.988,10.25,87.4
31/03/2019 07:00,2.399,47.05,9.82001,5.172,5.52,92.4,87.6
31/03/2019 08:00,2.865,71.1,15.81,6.412,6.744,234,77
31/03/2019 09:00,4.458,95.4,16.38,8.368,8.53,422,65.38
31/03/2019 10:00,4.327,70.7,14.07,8.57199,9.00999,450.3,58.47
31/03/2019 11:00,4.836,58.21,18.65,9.264,9.92,720,46.78
31/03/2019 12:00,4.611,90,13.92,8.935,9.2,216.7,50.69
31/03/2019 13:00,4.149,87.7,17.17,9.34099,9.64999,264.1,48.5
31/03/2019 14:00,5.179,84.8,12.88,8.89199,9.25999,221.2,49.34
31/03/2019 15:00,4.035,85.4,18.04,9.13101,9.46001,203.1,46.98
31/03/2019 16:00,4.871,93.1,13.37,8.71801,8.99001,157.2,51.23
31/03/2019 17:00,4.782,97.4,10.44,7.749,8.08,103.1,53.06
31/03/2019 18:00,4.584,97.6,12.21,7.099,7.35,24.63,56.21
31/03/2019 19:00,3.221,95.8,9.78999,5.21,5.497,,64.8101
31/03/2019 20:00,2.988,92.7,10.77,4.41,4.762,,71.6
31/03/2019 21:00,2.289,85.1,11.17,3.462,3.869,,75
31/03/2019 22:00,2.254,107.6,7.14,3.138,3.126,,81.6
31/03/2019 23:00,1.83,117.5,11.18,3.225,3.231,,82.6
01/04/2019 00:00,2.052,100,8.96001,2.57,2.657,,83.8
01/04/2019 01:00,1.932,93.1,9.19,2.246,2.702,,83.3
01/04/2019 02:00,0,0,0,1.897,2.486,0.447,85.1
01/04/2019 03:00,1.121,146.3,10.22,2.893,3.049,,86
01/04/2019 04:00,2.455,114.5,7.68,2.892,3.346,,81.3
01/04/2019 05:00,1.81,102,7.07,2.596,2.824,,77.7
01/04/2019 06:00,0,0,0,1.842,2.08,10.05,79.7
01/04/2019 07:00,1.995,125.1,8.44,3.37,3.768,120.6,78.4
01/04/2019 08:00,3.197,159,12.68,5.612,5.884,247.3,70.9
01/04/2019 09:00,4.275,137.1,12.28,6.447,6.565,266.8,69.36
01/04/2019 10:00,4.409,155.1,13.52,6.936,7.13,252.1,69.1
01/04/2019 11:00,4.483,154.9,15.02,8.16,8.27,360.2,65.3199
01/04/2019 12:00,4.642,143.9,19.65,8.819,8.91,397.8,62.22
01/04/2019 13:00,4.607,170.1,20.62,10.129,10.25,466.7,58.68
01/04/2019 14:00,4.703,154.7,17.07,10.241,10.3,312.3,58.32
01/04/2019 15:00,4.867,148.8,16.3,12.647,12.23,450.8,55.75
01/04/2019 16:00,4.702,156.5,14.2,12.033,11.88,328.1,53.18
01/04/2019 17:00,4.418,143.9,10.87,11.908,11.72,175.4,55.1
01/04/2019 18:00,3.197,150.1,8.94,9.992,10.14,31.65,60.21
01/04/2019 19:00,2.08,104.1,7.97,8.481,8.48,,67.72
01/04/2019 20:00,3.071,118.8,6.403,7.438,7.4,,74.6
01/04/2019 21:00,3.645,134.2,8.07001,6.977,7.1,,79.6
01/04/2019 22:00,3.914,138.4,9.77,6.314,6.501,,81
01/04/2019 23:00,2.817,124.2,9.83,5.453,5.556,,83.8
02/04/2019 00:00,1.404,84.1,10.85,4.852,5.348,,83.7
02/04/2019 01:00,3.551,140.5,8.91,5.569,5.893,,83.1
02/04/2019 02:00,1.422,136.7,56.89,5.569,5.952,,82.4
02/04/2019 03:00,1.308,132.1,39.52,5.385,5.745,,83.6
02/04/2019 04:00,3.422,272.6,14.21,5.848,6.145,,82.6
02/04/2019 05:00,2.701,263.7,13.36,4.471,4.907,,90
02/04/2019 06:00,2.561,280.4,14.75,4.187,4.678,4.986,88.2
02/04/2019 07:00,2.478,262.1,16.37,4.582,5.049,36.38,86.9
02/04/2019 08:00,2.849,253.9,13.48,5.253,5.7,97.7,84.8
02/04/2019 09:00,5.122,289.9,12.29,6.031,6.489,105.4,80
02/04/2019 10:00,4.864,306.5,18.19,5.153,5.743,211.5,83.6
02/04/2019 11:00,5.006,311.6,19.4,6.707,7.2,273.7,73
02/04/2019 12:00,5.248,289.2,13.94,7.322,7.86,354.3,60.49
02/04/2019 13:00,5.999,277.4,14.84,7.385,7.67,154.4,64.6901
02/04/2019 14:00,5.51,277.6,18.96,8.80799,9.25999,313.2,51.18
02/04/2019 15:00,3.908,248.2,28.3,10.066,10.02,644.1,47.13
02/04/2019 16:00,5.584,288.5,13.36,9.53,9.64,404.1,44.01
02/04/2019 17:00,4.46,279.4,15.72,7.787,8.08,204.3,50.43
02/04/2019 18:00,5.369,292.9,12.71,6.84,6.968,81.1,60.7
02/04/2019 19:00,2.215,317.2,16.31,4.953,5.582,,62.75
02/04/2019 20:00,2.021,341.8,31.75,5.043,5.471,,66.26
02/04/2019 21:00,2.503,299.8,18.83,4.29,4.851,,68.48
02/04/2019 22:00,2.01,342.5,22.44,4.234,4.66,,71.3
02/04/2019 23:00,1.804,344.3,21.45,3.64,4.117,,74.6
03/04/2019 00:00,1.552,5.759,20.52,2.564,3.087,,79.6
03/04/2019 01:00,1.557,276.8,15.69,1.497,2.285,,82.5
03/04/2019 02:00,0.204,324.5,8.52,0.441,1.451,,83.7
03/04/2019 03:00,2.195,278.6,13.98,0.797,1.449,,84.7
03/04/2019 04:00,2.354,265.2,19.3,1.024,1.486,,85.3
03/04/2019 05:00,0,0,0,-1.226,-0.425,,87.8
03/04/2019 06:00,0.304,252.7,9.91,0.582,0.795,27.04,87
03/04/2019 07:00,2.213,269,12.36,3.393,3.567,152.9,83.4
03/04/2019 08:00,2.834,285.7,17.44,5.747,5.75,330.1,74.2
03/04/2019 09:00,2.834,283,21.22,7.497,7.14,404.4,67.5699
03/04/2019 10:00,1.871,258,26,6.171,6.189,261.6,69
03/04/2019 11:00,1.948,274.4,20.59,7.278,7.09,394.3,62.23
03/04/2019 12:00,1.563,288.7,30.44,7.197,6.999,276.1,63.67
03/04/2019 13:00,2.319,290.2,22.11,7.468,7.54,210.3,61.44
03/04/2019 14:00,1.77,141.5,14.91,5.823,6.072,236.4,70.7
03/04/2019 15:00,2.706,203.7,19.89,9.591,9.34,338.7,56.59
03/04/2019 16:00,2.233,178.6,26.01,12.024,11.12,479.4,53.56
03/04/2019 17:00,2.747,158.4,25.37,4.047,4.265,13.53,79.5
03/04/2019 18:00,2.683,86.2,13.51,5.555,5.969,22.07,72
03/04/2019 19:00,3.323,93.3,12.5,4.811,4.958,3.033,81.1
03/04/2019 20:00,3.425,98,8.64999,4.362,4.686,0.232,80.4
03/04/2019 21:00,2.075,99.4,11.78,4.25,4.477,,85.1
03/04/2019 22:00,2.353,85.9,12.62,3.263,3.582,,86.4
03/04/2019 23:00,2.992,67.24,13.6,3.174,3.482,,85.7
04/04/2019 00:00,2.861,90.9,11.94,2.746,3.005,,89.8
04/04/2019 01:00,1.903,85.7,14.12,2.636,2.909,0.015,91.3
04/04/2019 02:00,1.684,62.11,14.79,2.186,2.489,,92
04/04/2019 03:00,2.719,44.98,12.75,1.817,2.21,,93.3
04/04/2019 04:00,2.142,44.68,12.97,1.855,2.261,,93
04/04/2019 05:00,1.464,97.1,12.83,1.736,2.133,0.181,93.6
04/04/2019 06:00,2.01,64.46,13.6,2.037,2.513,12.38,94.2
04/04/2019 07:00,3.069,92.6,13.13,2.287,2.672,85.2,92.3
04/04/2019 08:00,3.047,107.1,15.24,3.087,3.242,234.1,91.8
04/04/2019 09:00,4.976,107.9,13.14,5.366,5.705,450.6,78.6
04/04/2019 10:00,6.545,123.3,12.01,5.818,5.986,214.5,72.8
04/04/2019 11:00,7.12,120.5,10.61,6.304,6.537,233,69.46
04/04/2019 12:00,7.7,114,12.22,7.732,8.05,482.4,62.58
04/04/2019 13:00,8.03,107.8,11.38,7.56,7.86,207.1,62.82
04/04/2019 14:00,9.19,110.5,11.32,8.547,8.83,206.1,56.77
04/04/2019 15:00,8.97,106.4,11.08,9.406,9.72,295.6,54.23
04/04/2019 16:00,8.92,109.8,10.86,8.971,9.2,67.1801,54.79
04/04/2019 17:00,10.13,113.2,9.89999,9.13701,9.35001,104.7,54.79
04/04/2019 18:00,8.99001,118.2,9.5,8.312,8.52,21.18,60.84
04/04/2019 19:00,7.75,127.9,9.73,7.728,7.95,0.259,65.1801
04/04/2019 20:00,7.91,126.2,8.69,7.317,7.46,,75.9
04/04/2019 21:00,6.376,142.1,10.36,6.145,6.455,1.373,82
04/04/2019 22:00,5.197,123.4,11.17,5.934,6.087,,83.1
04/04/2019 23:00,5.045,119,9.45,5.963,6.213,,80.8
05/04/2019 00:00,5.579,113.5,9.09,5.99,6.166,,75.5
05/04/2019 01:00,4.254,116.1,8.13,5.617,5.793,,77.9
05/04/2019 02:00,4.255,114.8,8.66,5.209,5.516,,79.3
05/04/2019 03:00,3.836,119.6,8.17,4.5680001,4.651,,82.7
05/04/2019 04:00,3.182,113,10.27,4.236,4.441,,83.5
05/04/2019 05:00,2.295,110.2,10.86,3.849,3.972,,84.1
05/04/2019 06:00,2.618,102.4,8.52,3.522,3.872,19.53,83.8
05/04/2019 07:00,4.434,101.9,8.63,5.535,5.81,97.6,78.9
05/04/2019 08:00,3.835,96.4,14.3,6.943,7.37,216.9,74.7
05/04/2019 09:00,5.434,107.8,10.14,8.70201,9.07001,225,68.09
05/04/2019 10:00,8.61,116,9.89,11.005,11.36,546,58.82
05/04/2019 11:00,10.07,125,10.95,12.165,12.37,421.4,49.82
05/04/2019 12:00,8.31,119.5,10.45,12.722,12.97,450.7,46.4
05/04/2019 13:00,7.41,131.4,12.12,11.766,11.88,145.3,47.64
05/04/2019 14:00,6.752,138.6,10.78,13.887,13.76,358.4,45.72
05/04/2019 15:00,5.856,130.3,9.09,13.022,13,272.1,43.45
05/04/2019 16:00,6.129,98.5,12.15,10.97,11.24,142,56.04
05/04/2019 17:00,5.609,97.2,11.22,10.541,10.78,134.4,56.83
05/04/2019 18:00,5.137,90.1,12.83,9.517,9.73,44.23,62.67
05/04/2019 19:00,3.828,77.7,14.55,8.041,8.3,,67.01
05/04/2019 20:00,4.593,83.4,13.53,7.14,7.43,,68.88
05/04/2019 21:00,4.076,77.1,12.38,6.347,6.625,,82
05/04/2019 22:00,3.821,59.37,13.7,5.871,6.15,,87.9
05/04/2019 23:00,3.469,57.17,15.02,5.673,5.994,,88.9
06/04/2019 00:00,3.782,64.88,13.84,5.589,5.927,,90.7
06/04/2019 01:00,1.472,51.88,24.16,5.303,5.639,,92.2
06/04/2019 02:00,1.738,32.74,18.09,4.904,5.278,,92
06/04/2019 03:00,1.922,29.76,12.88,4.542,4.948,,93.3
06/04/2019 04:00,2.304,20.53,14.56,4.097,4.513,,93.8
06/04/2019 05:00,1.409,32.33,18,4.023,4.467,,93.4
06/04/2019 06:00,0,0,0,2.141,3.146,13.6,93.5
06/04/2019 07:00,2.33,19.44,15.64,5.061,5.365,158.6,91.9
06/04/2019 08:00,2.131,3.185,15.51,8.56401,8.24001,378.5,76.5
06/04/2019 09:00,2.693,33.41,14.36,8.48601,8.21001,255.8,78.9
06/04/2019 10:00,2.482,353,23.24,9.1,9,298,72.5
06/04/2019 11:00,2.043,72.4,28.84,8.78099,9.03999,362.6,68.04
06/04/2019 12:00,2.366,42,26.76,11.08,10.89,517.4,60.61
06/04/2019 13:00,2.504,29.28,33.57,12.863,12.14,407.9,56.14
06/04/2019 14:00,2.668,50.83,32.09,12.063,11.85,344.2,56.57
06/04/2019 15:00,1.853,57.33,33.11,12.356,12.12,400.7,54.91
06/04/2019 16:00,2.344,53.88,38.81,11.852,11.73,173.2,55.11
06/04/2019 17:00,3.95,36.57,18.96,11.17,11.37,158,62.16
06/04/2019 18:00,3.375,19.82,19.22,10.649,10.9,112,66.63
06/04/2019 19:00,4.423,90.1,13.12,8.621,8.73,2.701,79
06/04/2019 20:00,2.756,101.8,9.31,7.946,8.16,,83.1
06/04/2019 21:00,2.945,88,12.49,7.598,7.86,,83
06/04/2019 22:00,2.704,96,10.67,7.489,7.69,,85.9
06/04/2019 23:00,1.654,58,17.5,7.368,7.69,,85.1
07/04/2019 00:00,2.09,67.63,15.42,7.279,7.57,,85
07/04/2019 01:00,2.332,32.63,13.63,6.978,7.35,,87.9
07/04/2019 02:00,2.764,40.42,14.67,6.889,7.24,,88.4
07/04/2019 03:00,2.024,37.78,15.19,6.896,7.27,0.081,88.6
07/04/2019 04:00,2.73,29.84,13.81,6.767,7.07,,91
07/04/2019 05:00,1.905,27.31,13.14,6.67,6.984,,93.7
07/04/2019 06:00,1.904,42.98,14.75,6.662,7.09,11.52,94.4
07/04/2019 07:00,2.293,62.03,12.79,6.861,7.28,15.27,94.1
07/04/2019 08:00,2.36,65.5,17.75,7.427,7.82,85.3,92.7
07/04/2019 09:00,2.88,27.61,13.61,7.783,8.28,114.2,83.1
07/04/2019 10:00,3.288,48.67,15.21,8.284,8.55,111,81.9
07/04/2019 11:00,3.244,70.9,20.17,8.69201,9.07001,249.8,80.1
07/04/2019 12:00,2.38,42.03,29.39,10.431,10.52,373.7,76.7
07/04/2019 13:00,2.55,30.68,26.3,12.76,12.48,604.1,70.2
07/04/2019 14:00,2.736,37.19,25.63,14.678,14.36,566.1,65.61
07/04/2019 15:00,4.039,53.74,18.7,12.649,12.97,180.3,67.72
07/04/2019 16:00,3.526,12.73,20.21,10.794,10.98,109.9,85.5
07/04/2019 17:00,4.794,10.42,13.3,9.094,9.44,49.41,86.5
07/04/2019 18:00,3.082,7.15,16.67,8.44801,8.85001,37.28,85.6
07/04/2019 19:00,4.099,357.6,15.59,7.475,7.88,1.371,91.2
07/04/2019 20:00,3.132,12.28,15.86,7.386,7.73,0.108,93.6
07/04/2019 21:00,4.125,10.87,19.63,6.996,7.38,0.021,94.1
07/04/2019 22:00,3.288,12.95,19.66,6.889,7.27,0.059,94.5
07/04/2019 23:00,3.71,9.21001,21.63,6.792,7.19,0.119,93.8
08/04/2019 00:00,3.019,8.84,19.02,6.825,7.21,0.158,94.7
08/04/2019 01:00,2.544,11.36,17.11,6.838,7.26,0.122,94.2
08/04/2019 02:00,3.631,9.11,15.95,6.878,7.31,,93.1
08/04/2019 03:00,3.059,12.18,21.31,6.944,7.31,,92.9
08/04/2019 04:00,4.029,2.58,19.95,6.814,7.24,,92.7
08/04/2019 05:00,3.878,10.97,16.49,6.729,7.14,,91.6
08/04/2019 06:00,3.506,13.02,17.79,6.799,7.24,11.29,90.8
08/04/2019 07:00,3.71,14.5,18.49,7.047,7.52,38.68,90.5
08/04/2019 08:00,3.585,23.56,17.43,7.373,7.87,78.8,89
08/04/2019 09:00,3.982,13.5,17.95,7.82,8.33,130.3,86.4
08/04/2019 10:00,4,14.08,17.79,8.249,8.75,149.4,84.8
08/04/2019 11:00,4.01,10.71,17.82,9.003,9.53,241.4,82.8
08/04/2019 12:00,3.681,4.444,21.35,9.742,10.18,235.7,81.1
08/04/2019 13:00,4.361,4.4,20.62,9.985,10.36,199.1,82.1
08/04/2019 14:00,4.008,10.72,16.26,9.927,10.42,270.8,80.6
08/04/2019 15:00,4.566,9.57001,21.87,9.985,10.51,285.8,81.4
08/04/2019 16:00,5.256,4.653,18.98,9.03499,9.50999,164.7,84.3
08/04/2019 17:00,3.569,12.16,18.04,8.84199,9.28999,47.36,84.5
08/04/2019 18:00,4.253,8.33,18.69,8.391,8.81,18.7,86.7
08/04/2019 19:00,5.01,32.02,14.09,8.044,8.41,1.071,85.5
08/04/2019 20:00,3.575,39.26,16.34,7.662,8.03,,86.6
08/04/2019 21:00,3.207,52.53,17.39,7.328,7.68,,85.6
08/04/2019 22:00,3.902,47.19,13.29,7.057,7.42,,85
08/04/2019 23:00,3.018,41.03,16.75,6.996,7.33,,84.6
09/04/2019 00:00,3.383,38.78,12.84,6.343,6.68,,86.8
09/04/2019 01:00,3.074,47.92,16.1,5.992,6.383,,88
09/04/2019 02:00,3.264,32.66,18.06,6.012,6.434,,87.1
09/04/2019 03:00,3.194,25.16,14.53,5.937,6.339,,86.8
09/04/2019 04:00,3.893,26.25,14.67,5.956,6.361,,87
09/04/2019 05:00,3.774,26.74,14.8,5.509,5.84,,86.4
09/04/2019 06:00,3.982,32.51,12.96,5.414,5.778,33.53,87.1
09/04/2019 07:00,4.257,44.57,14.93,6.348,6.682,163,84.6
09/04/2019 08:00,4.403,62.96,16.46,7.392,7.88,276.3,79.8
09/04/2019 09:00,5.501,74.5,13.19,7.933,8.42,305.4,68.87
09/04/2019 10:00,5.255,77.1,16.28,8.758,9.16,251.2,54.82
09/04/2019 11:00,6.285,87.7,19.47,10.336,10.96,758,50.08
09/04/2019 12:00,5.529,76.7,15.55,9.28,9.77,419.8,51.01
09/04/2019 13:00,5.502,78.6,14.85,9.05,9.47,342,56.69
09/04/2019 14:00,5.575,58.28,16.52,9.169,9.63,247.5,53.83
09/04/2019 15:00,4.96,80.4,18.61,10.326,10.49,350.2,49.95
09/04/2019 16:00,5.333,79.6,16.57,9.61999,9.75999,167.6,50.02
09/04/2019 17:00,5.108,70.5,16.83,9.39599,9.53999,152.7,53.93
09/04/2019 18:00,5.199,79.5,14.64,8.06401,8.18001,49.83,58.63
09/04/2019 19:00,4.079,65.86,14.69,6.742,7.05,2.377,66.11
09/04/2019 20:00,3.641,64.38,14.69,5.94,6.224,,70.8
09/04/2019 21:00,3.009,46.98,12.66,5.482,5.761,,75.1
09/04/2019 22:00,2.658,40.26,14.4,4.357,4.618,,81.1
09/04/2019 23:00,2.678,40.01,12.94,3.652,3.955,,84.8
10/04/2019 00:00,2.623,37.5,12.19,2.967,3.286,,86.3
10/04/2019 01:00,2.422,24.68,11.7,2.187,2.686,,87.6
10/04/2019 02:00,2.4,16.29,11.12,1.737,2.242,,88.1
10/04/2019 03:00,2.327,20,13.13,1.308,1.89,,88.1
10/04/2019 04:00,2.14,19.89,9.48,1.123,1.728,,86.7
10/04/2019 05:00,2.485,14,11.07,0.861,1.402,,85.9
10/04/2019 06:00,2.216,21.68,13.31,1.752,2.249,48.3,83.7
10/04/2019 07:00,2.522,20.71,12.94,2.786,3.315,82.5,79.4
